"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"OBM","ORA BANDA MINING LTD","Materials","29/10/2002",186443806
"OCA","OCEANIA HEALTHCARE LIMITED","Health Care Equipment & Services","05/05/2017",509085902
"OCC","ORTHOCELL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","12/08/2014",74975167
"OCL","OBJECTIVE CORPORATION LIMITED","Software & Services","17/08/2000",1295651641
"OCN","OCEANA LITHIUM LIMITED","Materials","01/07/2022",23226930
"OCT","OCTAVA MINERALS LIMITED","Materials","16/09/2022",4060820
"OD6","OD6 METALS LIMITED","Materials","22/06/2022",22539164
"ODA","ORCODA LIMITED","Software & Services","15/09/1986",55161833
"ODE","ODESSA MINERALS LIMITED","Materials","03/07/1986",8346260
"ODM","ODIN METALS LIMITED","Materials","05/08/2010",11985954
"ODY","ODYSSEY GOLD LTD","Materials","30/11/2005",18372907
"OEC","ORBITAL CORPORATION LIMITED","Capital Goods","24/01/1989",19343825
"OEL","OTTO ENERGY LIMITED","Energy","22/12/2004",81515166
"OEQ","ORION EQUITIES LIMITED","Financial Services","19/11/1970",1314535
"OFX","OFX GROUP LIMITED","Financial Services","11/10/2013",522092798
"OIL","OPTISCAN IMAGING LIMITED","Health Care Equipment & Services","08/08/1997",63305835
"OJC","THE ORIGINAL JUICE CO. LTD","Food, Beverage & Tobacco","29/06/2012",24459079
"OKJ","OAKAJEE CORPORATION LIMITED","Materials","11/06/2008",1371690
"OKR","OKAPI RESOURCES LIMITED","Materials","28/09/2017",20359462
"OLH","OLDFIELDS HOLDINGS LIMITED","Capital Goods","15/06/1960",10986577
"OLI","OLIVER'S REAL FOOD LIMITED","Consumer Services","21/06/2017",5729515
"OLL","OPENLEARNING LIMITED","Software & Services","12/12/2019",9375418
"OLY","OLYMPIO METALS LIMITED","Commercial & Professional Services","12/09/2017",11157195
"OM1","OMNIA METALS GROUP LTD","Materials","02/03/2022",13121125
"OMA","OMEGA OIL & GAS LIMITED","Energy","25/10/2022",31070506
"OMH","OM HOLDINGS LIMITED","Materials","12/03/1998",406242835
"OML","OOH!MEDIA LIMITED","Media & Entertainment","17/12/2014",705803485
"OMX","ORANGE MINERALS NL","Materials","08/12/2021",4324411
"ONE","ONEVIEW HEALTHCARE PLC","Health Care Equipment & Services","17/03/2016",128032121
"OOK","OOKAMI LIMITED","Materials","21/02/2000","SUSPENDED"
"OPA","OPTIMA TECHNOLOGY GROUP LTD","Software & Services","27/01/2011","SUSPENDED"
"OPH","OPHIR HIGH CONVICTION FUND","Not Applic","19/12/2018",567626435
"OPL","OPYL LIMITED","Software & Services","07/03/1996",3841863
"OPN","OPENN NEGOTIATION LIMITED","Commercial & Professional Services","21/07/2021",7816757
"OPT","OPTHEA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/04/1991",263945080
"OPY","OPENPAY GROUP LTD","Financial Services","16/12/2019","SUSPENDED"
"ORA","ORORA LIMITED","Materials","18/12/2013",2899556640
"ORG","ORIGIN ENERGY LIMITED","Utilities","13/07/1961",14884539877
"ORI","ORICA LIMITED","Materials","28/11/1961",6982685584
"ORM","ORION METALS LIMITED","Materials","03/01/2007","SUSPENDED"
"ORN","ORION MINERALS LTD","Materials","31/10/2003",101646874
"ORR","ORECORP LIMITED","Materials","04/08/2011",171568950
"OSL","ONCOSIL MEDICAL LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/08/2005",25685935
"OSM","OSMOND RESOURCES LIMITED","Materials","22/04/2022",10454847
"OSX","OSTEOPORE LIMITED","Health Care Equipment & Services","23/09/2019",12393490
"OXT","OREXPLORE TECHNOLOGIES LIMITED","Class Pend","21/01/2022",4353896
"OZM","OZAURUM RESOURCES LIMITED","Materials","08/02/2021",5207000
"OZZ","OZZ RESOURCES LIMITED","Materials","05/07/2021",8697831
"PAA","PHARMAUST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","05/10/2001",27901995
"PAB","PATRYS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2007",20572684
"PAC","PACIFIC CURRENT GROUP LIMITED","Financial Services","25/09/1987",391444641
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","Not Applic","21/09/2015",314532933
"PAM","PAN ASIA METALS LIMITED","Materials","08/10/2020",34267516
"PAN","PANORAMIC RESOURCES LIMITED","Materials","14/09/2001",196887744
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","Pharmaceuticals, Biotechnology & Life Sciences","19/08/2015",271895143
"PAT","PATRIOT LITHIUM LIMITED","Materials","09/12/2022",23876876
"PBH","POINTSBET HOLDINGS LIMITED","Consumer Services","12/06/2019",498575626
"PBL","PARABELLUM RESOURCES LIMITED","Materials","29/11/2021","SUSPENDED"
"PBP","PROBIOTEC LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/11/2006",221199664
"PCG","PENGANA CAPITAL GROUP LIMITED","Financial Services","28/02/2001",122735498
"PCI","PERPETUAL CREDIT INCOME TRUST","Not Applic","14/05/2019",400967882
"PCK","PAINCHEK LTD","Health Care Equipment & Services","01/05/2012",35045718
"PCL","PANCONTINENTAL ENERGY NL","Energy","11/09/1986",128867565
"PDI","PREDICTIVE DISCOVERY LIMITED","Materials","01/12/2010",351431495
"PDN","PALADIN ENERGY LTD","Energy","29/03/1994",2206035421
"PE1","PENGANA PRIVATE EQUITY TRUST","Not Applic","30/04/2019",429782726
"PEB","PACIFIC EDGE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","27/09/2021",145865739
"PEC","PERPETUAL RESOURCES LIMITED","Materials","28/02/2013",11455163
"PEK","PEAK RARE EARTHS LIMITED","Materials","29/11/2006",132241983
"PEN","PENINSULA ENERGY LIMITED","Energy","26/05/1994",138275500
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","Commercial & Professional Services","16/08/2002",10614639
"PEX","PEEL MINING LIMITED","Materials","17/05/2007",84211341
"PFE","PANTERA MINERALS LIMITED","Materials","05/08/2021",6280090
"PFG","PRIME FINANCIAL GROUP LIMITED","Financial Services","07/12/2004",42102324
"PFP","PROPEL FUNERAL PARTNERS LIMITED","Consumer Services","23/11/2017",495431958
"PFT","PURE FOODS TASMANIA LIMITED","Food, Beverage & Tobacco","19/12/2005",12620090
"PGC","PARAGON CARE LIMITED","Health Care Equipment & Services","15/10/1999",164836482
"PGD","PEREGRINE GOLD LTD","Materials","31/03/2021",14867192
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","Not Applic","12/12/2013",755749505
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","Not Applic","26/09/2019",467723154
"PGH","PACT GROUP HOLDINGS LTD","Materials","17/12/2013",263381891
"PGL","PROSPA GROUP LIMITED.","Financial Services","11/06/2019",50646422
"PGM","PLATINA RESOURCES LIMITED","Materials","29/05/2006",18072230
"PGO","PACGOLD LIMITED","Materials","08/07/2021",22060686
"PGY","PILOT ENERGY LIMITED","Energy","20/04/2006",25180335
"PH2","PURE HYDROGEN CORPORATION LIMITED","Energy","12/03/2013",69256617
"PHL","PROPELL HOLDINGS LIMITED","Financial Services","14/04/2021",3851377
"PHO","PHOSCO LTD","Materials","17/12/2009",19208935
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","Not Applic","19/03/2004",270969160
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","Not Applic","18/12/2014",461633775
"PIL","PEPPERMINT INNOVATION LIMITED","Software & Services","29/05/2008",14264998
"PIM","PINNACLE MINERALS LIMITED","Materials","23/03/2022",3528394
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","Pharmaceuticals, Biotechnology & Life Sciences","16/04/2015",104132860
"PKD","PARKD LTD","Commercial & Professional Services","06/12/2017",3054550
"PKO","PEAKO LIMITED","Materials","02/12/2009",4707315
"PL3","PATAGONIA LITHIUM LTD","Materials","31/03/2023",11127350
"PL8","PLATO INCOME MAXIMISER LIMITED.","Not Applic","05/05/2017",792987224
"PLG","PEARL GULL IRON LIMITED","Materials","20/09/2021",6545337
"PLL","PIEDMONT LITHIUM INC.","Materials","28/03/1983",1659644879
"PLS","PILBARA MINERALS LIMITED","Materials","19/09/2007",14601173032
"PLT","PLENTI GROUP LIMITED","Financial Services","23/09/2020",68864065
"PLY","PLAYSIDE STUDIOS LIMITED","Media & Entertainment","17/12/2020",189165128
"PMC","PLATINUM CAPITAL LIMITED","Not Applic","29/06/1994",379745361
"PME","PRO MEDICUS LIMITED","Health Care Equipment & Services","10/10/2000",6944744825
"PMT","PATRIOT BATTERY METALS INC.","Materials","07/12/2022",622154831
"PMV","PREMIER INVESTMENTS LIMITED","Consumer Discretionary Distribution & Retail","15/12/1987",3310280245
"PNC","PIONEER CREDIT LIMITED","Financial Services","01/05/2014",41419314
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","Financial Services","19/06/2007",2051914528
"PNM","PACIFIC NICKEL MINES LIMITED","Materials","26/11/2002",34390944
"PNN","POWER MINERALS LIMITED","Materials","15/04/2005",26694013
"PNR","PANTORO LIMITED","Materials","21/05/1987",399842594
"PNT","PANTHER METALS LTD","Materials","10/12/2021",6716975
"PNV","POLYNOVO LIMITED","Health Care Equipment & Services","26/11/1998",1083665419
"PNX","PNX METALS LIMITED","Materials","12/02/2008",16141874
"PO3","PURIFLOH LIMITED","Utilities","30/12/2010","SUSPENDED"
"POD","PODIUM MINERALS LIMITED","Materials","28/02/2018",25503562
"POL","POLYMETALS RESOURCES LTD","Materials","29/06/2021",47573831
"POS","POSEIDON NICKEL LIMITED","Materials","29/11/1993",98716896
"POW","PROTEAN ENERGY LIMITED","Capital Goods","21/12/2006","SUSPENDED"
"PPC","PEET LIMITED","Real Estate Management & Development","05/08/2004",558539425
"PPE","PEOPLEIN LIMITED","Commercial & Professional Services","22/11/2017",253890378
"PPG","PRO-PAC PACKAGING LIMITED","Materials","27/04/2005",41788174
"PPK","PPK GROUP LIMITED","Materials","21/12/1994",129023028
"PPL","PUREPROFILE LTD","Media & Entertainment","29/07/2015",35132993
"PPM","PEPPER MONEY LIMITED","Financial Services","25/05/2021",609076321
"PPS","PRAEMIUM LIMITED","Software & Services","11/05/2006",301089130
"PPT","PERPETUAL LIMITED","Financial Services","24/06/1964",2965963725
"PPY","PAPYRUS AUSTRALIA LIMITED","Materials","15/04/2005",14681028
"PR1","PURE RESOURCES LIMITED","Materials","21/04/2022",11250003
"PRL","PROVINCE RESOURCES LTD","Materials","09/02/1994","SUSPENDED"
"PRM","PROMINENCE ENERGY LIMITED","Energy","23/01/1992",2788310
"PRN","PERENTI LIMITED","Materials","06/01/1994",835661077
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","Software & Services","22/04/1998",46374888
"PRS","PROSPECH LIMITED.","Materials","04/12/2020",6592799
"PRT","PRT COMPANY LIMITED","Media & Entertainment","30/08/1984","SUSPENDED"
"PRU","PERSEUS MINING LIMITED","Materials","22/09/2004",2352937382
"PRX","PRODIGY GOLD NL","Materials","21/08/1986",10506647
"PSC","PROSPECT RESOURCES LIMITED","Materials","04/12/2009",57782433
"PSI","PSC INSURANCE GROUP LIMITED","Insurance","15/12/2015",1707282821
"PSL","PATERSON RESOURCES LTD","Materials","18/10/2006",12316124
"PSQ","PACIFIC SMILES GROUP LIMITED","Health Care Equipment & Services","21/11/2014",222616804
"PTL","PENTAL LIMITED","Household & Personal Products","29/08/2000",57956230
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","Financial Services","23/05/2007",941619635
"PTR","PETRATHERM LTD","Materials","27/07/2004",14608824
"PTX","PRESCIENT THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","19/12/1986",64421583
"PUA","PEAK MINERALS LIMITED","Materials","17/07/2003",3124130
"PUR","PURSUIT MINERALS LTD","Materials","10/09/2008",33887378
"PV1","PROVARIS ENERGY LTD","Energy","21/03/2005",47787408
"PVE","PO VALLEY ENERGY LIMITED","Energy","14/12/2004",69537697
"PVL","POWERHOUSE VENTURES LIMITED","Financial Services","12/10/2016",6157902
"PVS","PIVOTAL SYSTEMS CORPORATION","Semiconductors & Semiconductor Equipment","02/07/2018",6915414
"PVT","PIVOTAL METALS LIMITED","Materials","26/07/2018",11324499
"PVW","PVW RESOURCES LIMITED","Materials","12/11/2009",8664797
"PWH","PWR HOLDINGS LIMITED","Automobiles & Components","18/11/2015",896396436
"PWN","PARKWAY CORPORATE LIMITED","Materials","13/05/2011",25608417
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","27/04/2021",436678288
"PXA","PEXA GROUP LIMITED","Real Estate Management & Development","01/07/2021",2266223571
"PXS","PHARMAXIS LTD","Pharmaceuticals, Biotechnology & Life Sciences","10/11/2003",37422263
"PXX","POLARX LIMITED","Materials","21/12/2012","SUSPENDED"
"PYC","PYC THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/03/2005",242636364
"PYR","NAVALO FINANCIAL SERVICES GROUP LIMITED","Financial Services","23/12/2020",3876114
"QAL","QUALITAS LIMITED","Real Estate Management & Development","16/12/2021",707478367
"QAN","QANTAS AIRWAYS LIMITED","Transportation","31/07/1995",11346911794
"QBE","QBE INSURANCE GROUP LIMITED","Insurance","28/06/1973",23604788544
"QEM","QEM LIMITED","Materials","19/10/2018",31581606
"QFE","QUICKFEE LIMITED","Financial Services","11/07/2019",16210844
"QGL","QUANTUM GRAPHITE LIMITED","Materials","06/01/2014",202422000
"QHL","QUICKSTEP HOLDINGS LIMITED","Capital Goods","17/10/2005",21517864
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","Commercial & Professional Services","31/08/2016",117076644
"QML","QMINES LIMITED","Materials","06/05/2021",24709103
"QOR","QORIA LIMITED","Software & Services","29/08/2016",218720828
"QPM","QUEENSLAND PACIFIC METALS LIMITED","Materials","14/03/2008",192098271
"QRI","QUALITAS REAL ESTATE INCOME FUND","Financial Services","27/11/2018",567015555
"QUB","QUBE HOLDINGS LIMITED","Transportation","04/01/2007",5050080819
"QUE","QUESTE COMMUNICATIONS LIMITED","Financial Services","11/11/1998",649736
"QVE","QV EQUITIES LIMITED","Not Applic","22/08/2014",218553882
"QXR","QX RESOURCES LIMITED","Materials","17/02/2011",20627833
"R3D","R3D RESOURCES LIMITED","Media & Entertainment","17/12/2004",4078244
"R8R","REGENER8 RESOURCES NL","Materials","08/07/2022",8466063
"RAC","RACE ONCOLOGY LTD","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2016",242157138
"RAD","RADIOPHARM THERANOSTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","25/11/2021",37324434
"RAG","RAGNAR METALS LIMITED","Materials","31/03/2005",8721252
"RAGN","RAGNAR METALS LIMITED","Materials","31/03/2005",8721252
"RAN","RANGE INTERNATIONAL LIMITED","Materials","22/07/2016","SUSPENDED"
"RAS","RAGUSA MINERALS LTD","Materials","13/07/2010",8983724
"RB6","RUBIX RESOURCES LIMITED","Materials","23/12/2021",9790000
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","Consumer Services","28/09/2017",784731110
"RBL","REDBUBBLE LIMITED","Consumer Discretionary Distribution & Retail","16/05/2016",106922286
"RBR","RBR GROUP LIMITED","Materials","02/02/2007",4855214
"RBX","RESOURCE BASE LIMITED.","Materials","12/07/2021",13642940
"RC1","REDCASTLE RESOURCES LIMITED","Materials","21/03/2003",3939410
"RCE","RECCE PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/01/2016",121212931
"RCL","READCLOUD LIMITED","Software & Services","07/02/2018",8894122
"RCR","RINCON RESOURCES LIMITED","Materials","21/12/2020",3724910
"RCT","REEF CASINO TRUST","Consumer Services","11/02/1994",160359336
"RCW","RIGHTCROWD LIMITED","Software & Services","18/09/2017",7369371
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","Capital Goods","19/05/2011",144255813
"RDM","RED METAL LIMITED","Materials","27/10/2003",15472280
"RDN","RAIDEN RESOURCES LIMITED","Materials","12/03/1987",16442151
"RDS","REDSTONE RESOURCES LIMITED","Materials","03/08/2006",6099649
"RDX","REDOX LIMITED","Capital Goods","03/07/2023",1207687284
"RDY","READYTECH HOLDINGS LIMITED","Software & Services","17/04/2019",371666349
"REA","REA GROUP LTD","Media & Entertainment","01/12/1999",19244193828
"REC","RECHARGE METALS LIMITED","Materials","11/10/2021",34519112
"RED","RED 5 LIMITED","Materials","16/10/1996",691896676
"REE","RAREX LIMITED","Materials","11/07/2007",27419794
"REG","REGIS HEALTHCARE LIMITED","Health Care Equipment & Services","07/10/2014",643943385
"REH","REECE LIMITED","Capital Goods","01/01/1974",12125123077
"REM","REMSENSE TECHNOLOGIES LIMITED","Capital Goods","02/11/2021",6282596
"REP","RAM ESSENTIAL SERVICES PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","20/10/2021",367364286
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","Transportation","09/11/2005",125531772
"REY","REY RESOURCES LIMITED","Energy","05/06/2006",37050569
"REZ","RESOURCES & ENERGY GROUP LIMITED","Materials","11/03/2005",8996504
"RF1","REGAL INVESTMENT FUND","Not Applic","17/06/2019",538487424
"RFA","RARE FOODS AUSTRALIA LIMITED","Food, Beverage & Tobacco","14/11/2017",12946890
"RFF","RURAL FUNDS GROUP","Equity Real Estate Investment Trusts (REITs)","14/02/2014",777410247
"RFG","RETAIL FOOD GROUP LIMITED","Consumer Services","22/06/2006",139455944
"RFT","RECTIFIER TECHNOLOGIES LTD","Capital Goods","22/09/1994",66225629
"RFX","REDFLOW LIMITED","Capital Goods","14/12/2010",34157129
"RG8","REGAL ASIAN INVESTMENTS LIMITED","Not Applic","13/11/2019",391872665
"RGI","ROTO-GRO INTERNATIONAL LIMITED","Capital Goods","10/02/2017","SUSPENDED"
"RGL","RIVERSGOLD LIMITED","Materials","10/10/2017",12366399
"RGN","REGION GROUP","Equity Real Estate Investment Trusts (REITs)","26/11/2012",2757345578
"RGS","REGENEUS LTD","Pharmaceuticals, Biotechnology & Life Sciences","19/09/2013",2451495
"RHC","RAMSAY HEALTH CARE LIMITED","Health Care Equipment & Services","24/09/1997",12950500961
"RHI","RED HILL MINERALS LIMITED","Materials","14/02/2006",280843856
"RHT","RESONANCE HEALTH LIMITED","Health Care Equipment & Services","23/10/1987",24440929
"RHY","RHYTHM BIOSCIENCES LIMITED","Health Care Equipment & Services","07/12/2017",104401480
"RIC","RIDLEY CORPORATION LIMITED","Food, Beverage & Tobacco","13/08/1987",631665426
"RIE","RIEDEL RESOURCES LIMITED","Materials","31/01/2011",12356442
"RIM","RIMFIRE PACIFIC MINING LIMITED","Materials","04/03/1997",12031468
"RIO","RIO TINTO LIMITED","Materials","19/09/1962",43350629704
"RKN","RECKON LIMITED","Software & Services","19/07/1999",61179209
"RKT","ROCKETDNA LTD.","Technology Hardware & Equipment","18/06/2018",5338926
"RLC","REEDY LAGOON CORPORATION LIMITED","Materials","22/06/2007",5100476
"RLF","RLF AGTECH LTD","Materials","21/04/2022",27857544
"RLG","ROOLIFE GROUP LTD","Media & Entertainment","16/11/2016",6476023
"RLT","RENERGEN LIMITED","Energy","06/06/2019",217906000
"RMC","RESIMAC GROUP LTD","Financial Services","19/03/2001",377525000
"RMD","RESMED INC","Health Care Equipment & Services","25/11/1999",47856221687
"RMI","RESOURCE MINING CORPORATION LIMITED","Materials","14/02/1985",20502591
"RML","RESOLUTION MINERALS LTD","Materials","22/09/2017",7543751
"RMS","RAMELIUS RESOURCES LIMITED","Materials","31/03/2003",1343209031
"RMX","RED MOUNTAIN MINING LIMITED","Materials","01/09/2011",11559255
"RMY","RMA GLOBAL LIMITED","Media & Entertainment","05/07/2018",44635411
"RND","RAND MINING LIMITED","Materials","15/08/1985",69957432
"RNE","RENU ENERGY LIMITED","Utilities","12/09/2002",17620085
"RNO","RHINOMED LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","21/09/2007",17428901
"RNT","RENT.COM.AU LIMITED","Media & Entertainment","26/05/1994",10786738
"RNU","RENASCOR RESOURCES LIMITED","Materials","15/12/2010",495184462
"RNX","RENEGADE EXPLORATION LIMITED","Materials","14/11/2006",9481238
"ROC","ROCKETBOOTS LIMITED","Software & Services","07/12/2021",4820000
"ROG","RED SKY ENERGY LIMITED.","Energy","23/05/2007",15906682
"RON","RONIN RESOURCES LTD","Materials","16/12/2021",6260252
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","Capital Goods","07/12/2017",832333
"RPG","RAPTIS GROUP LIMITED","Real Estate Management & Development","17/07/1986",1269727
"RPL","REGAL PARTNERS LIMITED","Financial Services","21/06/2019",687605377
"RPM","RPM AUTOMOTIVE GROUP LIMITED","Automobiles & Components","10/11/1983",18538363
"RR1","REACH RESOURCES LIMITED","Materials","06/11/2002",27550506
"RRL","REGIS RESOURCES LIMITED","Materials","19/02/1987",1593226945
"RRR","REVOLVER RESOURCES HOLDINGS LTD","Materials","23/09/2021",47701731
"RSG","RESOLUTE MINING LIMITED","Materials","11/01/1979",926117858
"RSH","RESPIRI LIMITED","Health Care Equipment & Services","14/07/2000",30963108
"RTE","RETECH TECHNOLOGY CO. LIMITED","Consumer Services","22/06/2017","SUSPENDED"
"RTG","RTG MINING INC.","Materials","05/06/2014",47142659
"RTH","RAS TECHNOLOGY HOLDINGS LIMITED","Commercial & Professional Services","23/11/2021",20456363
"RTR","RUMBLE RESOURCES LIMITED","Materials","01/07/2011",109681139
"RUL","RPMGLOBAL HOLDINGS LIMITED","Software & Services","27/05/2008",377667089
"RVR","RED RIVER RESOURCES LIMITED","Materials","15/07/2005","SUSPENDED"
"RVS","REVASUM INC.","Semiconductors & Semiconductor Equipment","04/12/2018",20653748
"RVT","RICHMOND VANADIUM TECHNOLOGY LIMITED","Materials","13/12/2022",96497499
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","Capital Goods","29/04/2016",3081369584
"RWD","REWARD MINERALS LTD","Materials","12/12/1991",11620510
"RWL","RUBICON WATER LIMITED","Technology Hardware & Equipment","02/09/2021",111725318
"RXH","REWARDLE HOLDINGS LIMITED","Media & Entertainment","07/10/2014",13158037
"RXL","ROX RESOURCES LIMITED","Materials","27/04/2004",86932108
"RXM","REX MINERALS LIMITED","Materials","20/09/2007",154124773
"RYD","RYDER CAPITAL LIMITED","Not Applic","28/09/2015",83750383
"RZI","RAIZ INVEST LIMITED","Financial Services","21/06/2018",41583232
"S2R","S2 RESOURCES LTD","Materials","19/10/2015",77917389
"S32","SOUTH32 LIMITED","Materials","18/05/2015",17363480315
"S3N","SENSORE LTD.","Class Pend","11/02/2022",18959647
"S66","STAR COMBO PHARMA LIMITED","Household & Personal Products","16/05/2018",15872250
"SAN","SAGALIO ENERGY LIMITED","Energy","15/12/2011",1841941
"SAU","SOUTHERN GOLD LIMITED","Materials","21/04/2005",9725706
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","Not Applic","16/06/2021",58713399
"SBR","SABRE RESOURCES LIMITED","Materials","17/12/1987",10202017
"SBW","SHEKEL BRAINWEIGH LTD","Software & Services","20/11/2018",19718718
"SCG","SCENTRE GROUP","Equity Real Estate Investment Trusts (REITs)","25/06/2014",14169732865
"SCL","SCHROLE GROUP LTD","Software & Services","11/11/2013",11591965
"SCN","SCORPION MINERALS LIMITED","Materials","07/03/2007",25582258
"SCT","SCOUT SECURITY LIMITED","Consumer Services","25/08/2017",5305364
"SDF","STEADFAST GROUP LIMITED","Insurance","02/08/2013",6044430229
"SDG","SUNLAND GROUP LIMITED","Real Estate Management & Development","28/02/1995",143070443
"SDI","SDI LIMITED","Health Care Equipment & Services","07/11/1985",101035701
"SDR","SITEMINDER LIMITED","Software & Services","08/11/2021",976484676
"SDV","SCIDEV LTD","Materials","02/05/2002",56941056
"SE1","SENSERA LIMITED","Semiconductors & Semiconductor Equipment","23/12/2016","SUSPENDED"
"SEC","SPHERIA EMERGING COMPANIES LIMITED","Not Applic","05/12/2017",116090722
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","Media & Entertainment","28/11/2000",54833526
"SEK","SEEK LIMITED","Media & Entertainment","19/04/2005",8282119418
"SEN","SENETAS CORPORATION LIMITED","Technology Hardware & Equipment","21/06/1984",31567656
"SEQ","SEQUOIA FINANCIAL GROUP LTD","Financial Services","19/09/2000",75296030
"SER","STRATEGIC ENERGY RESOURCES LIMITED","Materials","15/08/1991",5560084
"SES","SECOS GROUP LTD","Materials","21/11/1996",29674033
"SFC","SCHAFFER CORPORATION LIMITED","Automobiles & Components","01/01/1974",229325513
"SFG","SEAFARMS GROUP LIMITED","Food, Beverage & Tobacco","14/06/1990",24182996
"SFM","SANTA FE MINERALS LTD","Materials","07/10/2011",3276846
"SFR","SANDFIRE RESOURCES LIMITED","Materials","04/03/2004",2723075891
"SFX","SHEFFIELD RESOURCES LIMITED","Materials","15/12/2010",198278711
"SGA","SARYTOGAN GRAPHITE LIMITED","Materials","18/07/2022",37671998
"SGC","SACGASCO LIMITED","Energy","11/10/2005",6188662
"SGF","SG FLEET GROUP LIMITED","Commercial & Professional Services","04/03/2014",813924110
"SGI","STEALTH GLOBAL HOLDINGS LTD","Capital Goods","02/10/2018",11964000
"SGLLV","RICEGROWERS LIMITED","Food, Beverage & Tobacco","08/04/2019",402331441
"SGM","SIMS LIMITED","Materials","21/10/2005",2938290919
"SGP","STOCKLAND","Equity Real Estate Investment Trusts (REITs)","19/02/1987",9835147247
"SGQ","ST GEORGE MINING LIMITED","Materials","16/11/2010",34460933
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","Consumer Services","06/06/2011",1723895134
"SHA","SHAPE AUSTRALIA CORPORATION LIMITED","Capital Goods","17/12/2021",121894320
"SHE","STONEHORSE ENERGY LIMITED","Energy","24/07/2000",10266901
"SHG","SINGULAR HEALTH GROUP LTD","Health Care Equipment & Services","12/02/2021",5361502
"SHJ","SHINE JUSTICE LTD","Consumer Services","15/05/2013",126481123
"SHL","SONIC HEALTHCARE LIMITED","Health Care Equipment & Services","30/04/1987",16652837900
"SHM","SHRIRO HOLDINGS LIMITED","Consumer Durables & Apparel","23/06/2015",67490969
"SHN","SUNSHINE METALS LIMITED","Materials","25/01/2002",18015286
"SHO","SPORTSHERO LIMITED","Media & Entertainment","12/06/2008",16675031
"SHP","SOUTH HARZ POTASH LTD","Materials","20/01/2017",22800472
"SHV","SELECT HARVESTS LIMITED","Food, Beverage & Tobacco","15/06/1978",509656975
"SI6","SI6 METALS LIMITED","Materials","18/01/2008",8972368
"SI6NE","SI6 METALS LIMITED","Materials","18/01/2008",8972368
"SIG","SIGMA HEALTHCARE LIMITED","Health Care Equipment & Services","30/10/2002",868606661
"SIH","SIHAYO GOLD LIMITED","Materials","31/03/1988",24408512
"SIO","SIMONDS GROUP LIMITED","Consumer Durables & Apparel","17/11/2014",46787839
"SIQ","SMARTGROUP CORPORATION LTD","Commercial & Professional Services","02/07/2014",1144168994
"SIS","SIMBLE SOLUTIONS LIMITED","Software & Services","22/02/2018",4220655
"SIT","SITE GROUP INTERNATIONAL LIMITED","Consumer Services","21/08/1987",7807471
"SIV","SIV CAPITAL LIMITED","Capital Goods","31/05/2005",9470568
"SIX","SPRINTEX LIMITED","Automobiles & Components","29/05/2008",9101380
"SKC","SKYCITY ENTERTAINMENT GROUP LIMITED","Consumer Services","29/03/1999",1558420678
"SKF","SKYFII LTD","Software & Services","17/12/1999",32384112
"SKN","SKIN ELEMENTS LIMITED","Household & Personal Products","06/01/2017",4555889
"SKO","SERKO LIMITED","Software & Services","25/06/2018",453067698
"SKS","SKS TECHNOLOGIES GROUP LIMITED","Capital Goods","01/01/1974",14766591
