exercise_img,title,exercise_info,how_to,benefits,muscle_groups,equipment,muscle_img,muscle_worked
/user/downloads/Reverse-Push-up.gif,Reverse Push-up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Cable-Side-Triceps-Extension.gif,Cable Side Triceps Extension,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/EZ-Barbell-Incline-Triceps-Extension.gif,Incline EZ-Bar Triceps Extension,,,,"{'primary': 'Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/High-Pulley-Overhead-Tricep-Extension.gif,High Pulley Overhead Tricep Extension,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",/user/downloads/High-Pulley-Overhead-Tricep-Extension-muscles-worked-300x300.png,"{'Target - Triceps': '100%', 'Stabilizers- Rectus Abdominis ': '75%', 'Stabilizers - Erector Spinae': '75%', 'Stabilizers - Obliques': '75%', 'Stabilizers - Anterior Deltoid': '75%'}"
/user/downloads/Rope-Pushdown.gif,Rope Pushdown,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",/user/downloads/triceps-muscle-worked-1-300x300.png,{'Target - Triceps': '100%'}
/user/downloads/Reverse-Grip-Pushdown.gif,Reverse Grip Pushdown,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",/user/downloads/triceps-muscle-worked-1-300x300.png,{'Target - Triceps': '100%'}
,Cross Arm Push-up,,,,"{'primary': 'Triceps, '}","Full Gym, NO EQUIPMENT, ",,"{'Target - Triceps': '100%', 'Synergists - Pectoralis M. (Sternal-Clavicular)': '85%', 'Synergists - Anterior Deltoid': '85%', 'Synergists - Trapezius': '85%', 'Dynamic Stabilizers - Biceps Brachii': '75%', 'Stabilizers - Rectus Abdominis': '75%', 'Stabilizers - Obliques': '75%', 'Stabilizers - Pectoralis Minor': '75%', 'Stabilizers - Serratus Anterior': '75%', 'Stabilizers - Quadriceps': '75%', 'Antagonist Stabilizers - Erector Spinae': '75%'}"
/user/downloads/Cable-Concentration-Extension-on-knee.gif,Cable Concentration Extension on Knee,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Close-Grip-Dumbbell-Press.gif,Close-Grip Dumbbell Press,,,,"{'primary': 'Chest, Triceps, '}","Dumbbells, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Triceps': '85%', 'Deltoid, Anterior': '75%', 'Dynamic stabilizer - Biceps Brachii ': '55%'}"
/user/downloads/Single-Dumbbell-Close-grip-Press.gif,Single Dumbbell Close-grip Press,,,,"{'primary': 'Chest, Triceps, '}","Dumbbells, Full Gym, ",,
,Kneeling Diamond Push-Up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",,"{'Target - Triceps': '100%', 'Synergists - Pectoralis Major, Sternal': '75%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Dynamic Stabilizers - Biceps Brachii': '55%', 'Stabilizers - Rectus Abdominis': '55%', 'Stabilizers - Obliques': '55%', 'Stabilizers - Quadriceps': '55%'}"
/user/downloads/Dips-Between-Chairs.gif,Dips Between Chairs,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/bench-dips-muscle-worked-300x300.png,"{'Target - Triceps': '100%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Pectoralis Major, Sternal': '75%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Pectoralis Minor': '75%', 'Synergists - Rhomboids': '75%', 'Synergists - Levator Scapulae': '75%', 'Synergists - Latissimus Dorsi': '75%', 'Dynamic Stabilizers - Biceps Brachii': '55%', 'Stabilizers - Lower Trapezius ': '55%'}"
/user/downloads/Cable-One-Arm-Overhead-Triceps-Extension.gif,Cable One-Arm Overhead Triceps Extension,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Standing-Barbell-Triceps-Extension.gif,Standing Barbell Triceps Extension,,,,"{'primary': 'Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/Impossible-Dips.gif,Impossible Dips,,,,"{'primary': 'Full Body, Triceps, '}","Full Gym, ",,
/user/downloads/Korean-Dips.gif,Korean Dips,,,,"{'primary': 'Chest, Full Body, Triceps, '}","Full Gym, ",/user/downloads/Korean-Dips-Muscles-Worked.png,"{'Triceps': '100%', 'Anterior Deltoid': '75%', 'Latissimus Dorsi': '75%', 'Pectoralis Major': '75%', 'Rhomboids': '75%', 'Levator Scapulae': '75%', 'Trapezius ': '75%', 'Biceps Brachii': '65%', 'Rectus Abdominis': '55%', 'Obliques': '55%'}"
/user/downloads/Straight-Bar-Dip.gif,Straight Bar Dip,,,,"{'primary': 'Chest, Full Body, Triceps, '}","Full Gym, ",,
/user/downloads/Exercise-Ball-Supine-Triceps-Extension.gif,Exercise Ball Triceps Extension,,,,"{'primary': 'Triceps, '}","Exercise Ball, Full Gym, ",,
/user/downloads/Dumbbell-Decline-One-Arm-Hammer-Press.gif,Dumbbell Decline One-Arm Hammer Press,,,,"{'primary': 'Chest, Triceps, '}","Dumbbells, Full Gym, ",,
/user/downloads/Triceps-Extension-Machine.gif,Triceps Extension Machine,,,,"{'primary': 'Triceps, '}","Full Gym, Machine, ",,
/user/downloads/Triceps-Dip-Machine.gif,Triceps Dip Machine,,,,"{'primary': 'Triceps, '}","Full Gym, Machine, ",/user/downloads/Lever-Overhand-Triceps-Dip-300x300.png,"{'Target - Triceps': '100%', 'Synergists - Deltoid, Anterior': '70%', 'Synergists - Pectoralis Major': '70%', 'Synergists - Rhomboids': '70%', 'Synergists - Levator Scapulae': '70%', 'Synergists - Latissimus Dorsi': '70%'}"
/user/downloads/Single-Arm-Push-up.gif,Single Arm Push-up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Stretch-With-Towel.gif,Towel Shoulder Stretch,,,,"{'primary': 'Back / Wing, Shoulders, Triceps, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Rear-Lateral-Dumbbell-Raise-musle-300x300.png,"{'Shoulder': '100%', 'Triceps': '90%', 'Back': '75%', 'Chest': '60%'}"
/user/downloads/Decline-Close-Grip-Bench-To-Skull-Crusher.gif,Decline Close-Grip Bench To Skull Crusher,,,,"{'primary': 'Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/Barbell-One-Arm-Floor-Press.gif,Barbell One Arm Floor Press,,,,"{'primary': 'Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/Asisted-Triceps-Dips.gif,Asisted Triceps Dips,,,,"{'primary': 'Triceps, '}","Full Gym, Machine, ",,
/user/downloads/Triceps-Stretch.gif,Standing Triceps Stretch,,,,"{'primary': 'Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Forearm-Push-up.gif,Forearm Push-up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/EZ-Bar-Bent-Arm-Pullover.gif,EZ-Bar Bent Arm Pullover,,,,"{'primary': 'Back / Wing, Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/Low-Cable-Tricep-Kickback.gif,Low Cable Tricep Kickback,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Band-Skull-Crusher.gif,Band Skull Crusher,,,,"{'primary': 'Triceps, '}","Full Gym, Resistance Band, ",,
/user/downloads/Band-Pushdown.gif,Band Pushdown,,,,"{'primary': 'Triceps, '}","Full Gym, Resistance Band, ",,
/user/downloads/Decline-Dumbbell-Triceps-Extension.gif,Decline Dumbbell Triceps Extension,,,,"{'primary': 'Triceps, '}","Dumbbells, Full Gym, ",/user/downloads/triceps-muscle-worked-1-300x300.png,{'Target - Triceps': '100%'}
/user/downloads/Dumbbell-Tate-Press.gif,Dumbbell Tate Press,,,,"{'primary': 'Triceps, '}","Dumbbells, Full Gym, ",/user/downloads/triceps-muscle-worked-1-300x300.png,{'Target - Triceps': '100%'}
,Bent Over Kickback,,,,"{'primary': 'Triceps, '}","Dumbbells, Full Gym, ",,{'Target - Triceps': '100%'}
/user/downloads/Close-Grip-Bench-Press.gif,Close Grip Bench Press,,,,"{'primary': 'Chest, Triceps, '}","Barbell, Bench, Full Gym, ",/user/downloads/triceps-muscle-worked-300x300.png,"{'Target - Triceps Brachii': '100%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Pectoralis Major, Sternal': '75%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Dynamic Stabilizers - Biceps Brachii': '55%'}"
/user/downloads/Dumbbell-Triceps-Extension.gif,Dumbbell Triceps Extension,,,,"{'primary': 'Triceps, '}","Dumbbells, Full Gym, ",/user/downloads/triceps-muscle-worked-1-300x300.png,{'Target - Triceps': '100%'}
,Diamond Push-up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",,"{'Target - Triceps': '100%', 'Synergists - Pectoralis Major, Sternal': '85%', 'Synergists - Anterior Deltoid': '85%', 'Synergists - Pectoralis Major, Clavicular': '85%', 'Dynamic Stabilizers - Biceps Brachii': '75%', 'Stabilizers - Rectus Abdominis': '75%', 'Stabilizers - Obliques': '75%', 'Stabilizers - Quadriceps': '75%'}"
/user/downloads/Triceps-Extension-with-Resistance-Bands.gif,Triceps Extension with Resistance Bands,,,,"{'primary': 'Triceps, '}","Full Gym, Resistance Band, ",,
/user/downloads/Alternating-Lying-Dumbbell-Triceps-Extension.gif,Alternating Lying Dumbbell Triceps Extension,,,,"{'primary': 'Triceps, '}","Dumbbells, Full Gym, ",,
/user/downloads/Barbell-Reverse-Grip-Skullcrusher-1.gif,Barbell Reverse Grip Skullcrusher,,,,"{'primary': 'Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/Barbell-Lying-Back-of-the-Head-Tricep-Extension.gif,Barbell Lying Back of the Head Tricep Extension,,,,"{'primary': 'Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/EZ-Bar-Lying-Close-Grip-Triceps-Extension-Behind-Head.gif,EZ Bar Lying Close Grip Triceps Extension Behind Head,,,,"{'primary': 'Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/Kneeling-Cable-Triceps-Extension.gif,Kneeling Cable Triceps Extension,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Barbell-Reverse-Close-grip-Bench-Press.gif,Close-Grip Reverse Bench Press,,,,"{'primary': 'Chest, Triceps, '}","Barbell, Full Gym, ",,
/user/downloads/Cable-One-Arm-High-Pulley-Overhead-Tricep-Extension.gif,One Arm High Pulley Overhead Tricep Extension,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Cable-Crossover-Triceps-Extension.gif,Cable Crossover Triceps Extension,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Side-One-Arm-Reverse-Pushdown.gif,Side One Arm Reverse Pushdown,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Bodyweight-Skull-Crushers.gif,Bodyweight Skull Crushers,,,,"{'primary': 'Abs, Full Body, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/V-bar-Pushdown.gif,V-bar Pushdown,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Cable-Rope-Lying-on-Floor-Tricep-Extension.gif,Cable Rope Lying Tricep Extension,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Cable-Lying-Triceps-Extension.gif,Cable Lying Triceps Extension,,,,"{'primary': 'Triceps, '}","Cable, Full Gym, ",,
/user/downloads/Straddle-planche.gif,Straddle Planche,,,,"{'primary': 'Chest, Full Body, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Close-Grip-Knee-Push-up.gif,Close Grip Knee Push-up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Supine-Medicine-Ball-Chest-Throw-exercise.gif,Supine Medicine Ball Chest Throw,,,,"{'primary': 'Chest, Triceps, '}","Exercise Ball, Full Gym, ",,
/user/downloads/Reverse-Dips.gif,Reverse Dips,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Planche-Push-Up.gif,Planche Push-Up,,,,"{'primary': 'Chest, Full Body, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Archer-Push-Up.gif,Archer Push-Up,,,,"{'primary': 'Chest, Full Body, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Ring-Dips.gif,Ring Dips,,,,"{'primary': 'Chest, Full Body, Triceps, '}","Full Gym, TRX Suspension, ",,
/user/downloads/Single-Arm-Raise-Push-up.gif,Single Arm Raise Push-up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Suspended-Push-Up.gif,Suspended Push-Up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, TRX Suspension, ",,
/user/downloads/Close-grip-Dumbbell-Push-Up.gif,Close-grip Dumbbell Push-Up,,,,"{'primary': 'Chest, Triceps, '}","Dumbbells, Full Gym, ",,
/user/downloads/Medicine-Ball-Push-Up.gif,Medicine Ball Push-Up,,,,"{'primary': 'Chest, Triceps, '}","Exercise Ball, Full Gym, ",,
/user/downloads/Single-Arm-Push-Up-on-Medicine-Ball.gif,Single Arm Push-Up on Medicine Ball,,,,"{'primary': 'Chest, Triceps, '}","Exercise Ball, Full Gym, ",,
/user/downloads/Rear-Drive.gif,Rear Drive With Resistance Band,,,,"{'primary': 'Triceps, '}","Full Gym, Resistance Band, ",,
/user/downloads/Standing-Triceps-Extension.gif,Standing Triceps Extension | Gymstick,,,,"{'primary': 'Triceps, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Banded-Triceps-Extension.gif,Banded Overhead Triceps Extension,,,,"{'primary': 'Triceps, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Overhead-Triceps-Extension.gif,Overhead Triceps Extension | Gymstick,,,,"{'primary': 'Triceps, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/wrist-roller.gif,Wrist Roller,,,,"{'primary': 'Forearm, '}","Full Gym, ",/user/downloads/reverse-curl-muscle-worked-300x300.png,"{'Target - Wrist Flexor': '100%', 'Stabilizers - Wrist Extensors': '75%', 'Stabilizers - Brachialis': '75%', 'Stabilizers - Brachioradialis': '75%', 'Stabilizers - Biceps Brachii': '75%', 'Stabilizers - Anterior Deltoid': '75%'}"
/user/downloads/Dumbbell-Seated-Neutral-Wrist-Curl.gif,Dumbbell Seated Neutral Wrist Curl,,,,"{'primary': 'Forearm, '}","Dumbbells, Full Gym, ",,
/user/downloads/Dumbbell-Wrist-Curl.gif,Dumbbell Wrist Curl,,,,"{'primary': 'Forearm, '}","Dumbbells, Full Gym, ",,
/user/downloads/Barbell-Reverse-Wrist-Curl.gif,Barbell Reverse Wrist Curl,,,,"{'primary': 'Forearm, '}","Barbell, Full Gym, ",,
/user/downloads/Wrist-Circles-Stretch.gif,Wrist Circles Stretch,,,,"{'primary': 'Forearm, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Barbell-Reverse-Curl.gif,Barbell Reverse Curl,,,,"{'primary': 'Forearm, '}","Barbell, Full Gym, ",/user/downloads/reverse-curl-muscle-worked-300x300.png,"{'Target - Brachioradialis': '100%', 'Synergists - Brachialis': '75%', 'Synergists - Biceps Brachii': '75%', 'Stabilizers - Anterior Deltoid': '55%', 'Stabilizers - Wrist Extensors': '55%'}"
/user/downloads/Cable-One-Arm-Wrist-Curl-On-Floor.gif,Cable One-Arm Wrist Curl On Floor,,,,"{'primary': 'Forearm, '}","Cable, Full Gym, ",,
/user/downloads/Hand-Gripper.gif,Hand Gripper,,,,"{'primary': 'Forearm, '}","Full Gym, Machine, ",,
/user/downloads/dumbbell-reverse-curl.gif,Dumbbell Reverse Curl,,,,"{'primary': 'Biceps, Forearm, '}","Dumbbells, Full Gym, ",/user/downloads/biceps-anatomy-300x300.png,"{'Target - Brachioradialis': '100%', 'Synergists - Brachialis ': '85%', 'Synergists - Biceps Brachii': '85%', 'Stabilizers - Wrist Extensors': '85%'}"
/user/downloads/Seated-Hammer-Curl.gif,Seated Hammer Curl,,,,"{'primary': 'Biceps, Forearm, '}","Dumbbells, Full Gym, ",/user/downloads/biceps-anatomy-300x300.png,"{'Target - Brachioradialis': '100%', 'Synergists - Brachialis ': '85%', 'Synergists - Biceps Brachii': '85%', 'Stabilizers - Flexor Carpi Radialis': '85%', 'Stabilizers - Extensor Carpi Radialis': '85%'}"
/user/downloads/Reverse-Grip-EZ-Bar-Curl.gif,Reverse Grip EZ-Bar Curl,,,,"{'primary': 'Biceps, Forearm, '}","Barbell, Full Gym, ",/user/downloads/reverse-curl-muscle-worked-300x300.png,"{'Target - Brachioradialis': '100%', 'Synergists - Brachialis': '75%', 'Synergists - Biceps Brachii': '75%', 'Stabilizers - Anterior Deltoid': '55%', 'Stabilizers - Wrist Extensors': '55%'}"
/user/downloads/Dumbbell-Scott-Hammer-Curl.gif,Dumbbell Scott Hammer Curl,,,,"{'primary': 'Biceps, Forearm, '}","Dumbbells, Full Gym, ",/user/downloads/biceps-anatomy-300x300.png,"{'Target - Brachioradialis': '100%', 'Synergists - Brachialis ': '80%', 'Synergists - Biceps Brachii': '80%', 'Stabilizers - Flexor Carpi Radialis': '75%', 'Stabilizers - Extensor Carpi Radialis': '75%'}"
/user/downloads/Behind-The-Back-Barbell-Wrist-Curl.gif,Behind The Back Barbell Wrist Curl,,,,"{'primary': 'Forearm, '}","Barbell, Full Gym, ",,
/user/downloads/Standing-one-arm-chest-stretch.gif,Standing One Arm Chest Stretch,,,,"{'primary': 'Biceps, Chest, Forearm, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Wrist-Ulnar-Deviator-And-Extensor-Stretch.gif,Wrist Ulnar Deviator And Extensor Stretch,,,,"{'primary': 'Forearm, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/reverse-Wrist-Stretch.gif,Reverse Wrist Stretch,,,,"{'primary': 'Forearm, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Wrist-Stretch.gif,Wrist Stretch,,,,"{'primary': 'Forearm, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Dumbbell-Preacher-Hammer-Curl.gif,Dumbbell Preacher Hammer (Scott) Curl,,,,"{'primary': 'Biceps, Forearm, '}","Dumbbells, Full Gym, ",,
/user/downloads/Weighted-Wrist-Curl.gif,Weighted Neutral Wrist Curl,,,,"{'primary': 'Forearm, '}","Dumbbells, Full Gym, ",,
/user/downloads/Single-Dumbbell-Spider-Hammer-Curl.gif,Single Dumbbell Spider Hammer Curl,,,,"{'primary': 'Biceps, Forearm, '}","Dumbbells, Full Gym, ",,
/user/downloads/Reverse-Wrist-Curl.gif,Reverse Wrist Curl,,,,"{'primary': 'Forearm, '}","Barbell, Dumbbells, Full Gym, ",/user/downloads/forearms-muscle-worked-300x300.png,{'Target - Wrist Extensors': '100%'}
/user/downloads/barbell-Wrist-Curl.gif,Wrist Curl,,,,"{'primary': 'Forearm, '}","Barbell, Dumbbells, Full Gym, ",/user/downloads/forearms-muscle-worked-300x300.png,{'Target - Wrist Flexors': '100%'}
/user/downloads/Hammer-Curl-with-Resistance-Band.gif,Hammer Curl with Resistance Band,,,,"{'primary': 'Biceps, Forearm, '}","Full Gym, Resistance Band, ",,
/user/downloads/Cable-Reverse-Grip-EZ-bar-Biceps-Curl.gif,Cable Reverse Grip EZ-bar Biceps Curl,,,,"{'primary': 'Biceps, Forearm, '}","Cable, Full Gym, ",,
/user/downloads/Barbell-Finger-Curl.gif,Barbell Finger Curl,,,,"{'primary': 'Forearm, '}","Barbell, Full Gym, ",,
/user/downloads/Dumbbell-Finger-Curl.gif,Dumbbell Finger Curl,,,,"{'primary': 'Forearm, '}","Dumbbells, Full Gym, ",,
/user/downloads/Single-Arm-Reverse-Grip-Cable-Bicep-Curl.gif,Single Arm Reverse Grip Cable Bicep Curl,,,,"{'primary': 'Biceps, Forearm, '}","Cable, Full Gym, Resistance Band, ",,
/user/downloads/Barbell-Reverse-Wrist-Curl-Over-a-Bench.gif,Barbell Reverse Wrist Curl Over a Bench,,,,"{'primary': 'Forearm, '}","Barbell, Full Gym, ",,
/user/downloads/Water-Bottle-Hammer-Curl.gif,Water Bottle Hammer Curl,,,,"{'primary': 'Biceps, Forearm, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Leg-Raise-Dragon-Flag.gif,Dragon Flag,,,,"{'primary': 'Abs, '}","Bench, Full Gym, NO EQUIPMENT, ",/user/downloads/Muscles-Worked-in-The-Dragon-Flag-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%', 'Secondary - Erector Spinae': '70%', 'Secondary - Latissimus Dorsi': '70%', 'Secondary - Hip Flexor': '70%', 'Secondary - Gluteus': '70%', 'Secondary - Adductors': '70%'}"
/user/downloads/Ab-Coaster-Machine.gif,Ab Coaster Machine,,,,"{'primary': 'Abs, '}","Full Gym, Machine, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%'}"
/user/downloads/Cross-Crunch.gif,Cross Crunch,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Dumbbell-side-bend-muscle-worked-300x300.png,"{'Target - Obliques': '100%', 'Abdominal': '70%'}"
/user/downloads/Standing-Cable-Crunch.gif,Standing Cable Crunch,,,,"{'primary': 'Abs, '}","Cable, Full Gym, ",/user/downloads/Kneeling-Cable-Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists- Obliques': '75%', 'Stabilizers- Erector Spinae': '50%', 'Iliopsoas': '50%', 'Latissimus Dorsi': '50%', 'Trapezius': '50%', 'Tensor Fasciae Latae': '50%', 'Rectus Femoris': '50%', 'Sartorius': '50%', 'Teres Major': '50%', 'Deltoid, Posterior': '50%', 'Rhomboids': '50%', 'Serratus Anterior': '50%', 'Pectoralis Major': '50%', 'Triceps': '50%'}"
/user/downloads/Seated-Bench-Leg-Pull-in.gif,Seated Bench Leg Pull-in,,,,"{'primary': 'Abs, '}","Bench, Full Gym, NO EQUIPMENT, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%'}"
/user/downloads/Cross-Body-Mountain-Climber.gif,Cross Body Mountain Climber,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Alternate-Leg-Raises.gif,Alternate Leg Raises,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Crunch.gif,Crunches,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%'}"
/user/downloads/Mountain-climber.gif,Mountain Climber,,,,"{'primary': 'Abs, Cardio, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/plank-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Stabilizers - Obliques': '85%', 'Stabilizers - Iliopsoas': '85%', 'Stabilizers - Quadriceps': '85%', 'Stabilizers - Tensor Fasciae Latae': '85%', 'Stabilizers - Sartorius': '85%', 'Stabilizers - Pectoralis major': '85%', 'Stabilizers - Serratus Anterior': '85%', 'Antagonist Stabilizers - Erector Spinae': '85%', 'Antagonist Stabilizers - Trapezius': '85%', 'Antagonist Stabilizers - Rhomboids': '85%'}"
/user/downloads/Bicycle-Crunch.gif,Bicycle Crunch,,,,"{'primary': 'Abs, Cardio, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Muscles-Worked-in-The-Bicycle-Crunch-300x300.png,"{'Target -  Obliques': '100%', 'Rectus Abdominis': '80%', 'Iliopsoas': '80%', 'Quadriceps': '80%', 'Tensor Fasciae Latae': '70%', 'Sartorius': '80%'}"
/user/downloads/Lying-Scissor-Kick.gif,Lying Scissor Kick,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Abdominal ': '100%', 'Obliques': '70%'}"
/user/downloads/Lying-Leg-Raise.gif,Leg Raise,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%'}"
/user/downloads/Oblique-Floor-Crunches.gif,Oblique Floor Crunches,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Dumbbell-side-bend-muscle-worked-300x300.png,"{'Target - Obliques': '100%', 'Abdominal': '70%'}"
/user/downloads/T-Cross-Sit-up.gif,T-Cross Sit-up,,,,"{'primary': 'Abs, Cardio, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%'}"
/user/downloads/Dead-Bug.gif,Dead Bug,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/mucle-worked-in-dead-bug-300x300.png,"{'Rectus Abdominis': '100%', 'Internal obliques': '90%', 'Transverse Abdominis': '90%', 'Latissimus Dorsi': '90%', 'Erector Spinae': '75%', 'Multifidus': '75%', 'Quadratus lumborum': '75%', 'Pelvic floor ': '75%', 'Gluteus Maximus': '65%', 'Quadriceps': '65%', 'Shoulder': '65%'}"
/user/downloads/Decline-Sit-up.gif,Decline Sit-up,,,,"{'primary': 'Abs, '}","Bench, Full Gym, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%'}"
/user/downloads/Reverse-Crunch-1.gif,Reverse Crunch,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%'}"
/user/downloads/Kneeling-Cable-Crunch.gif,Kneeling Cable Crunch,,,,"{'primary': 'Abs, '}","Cable, Full Gym, ",/user/downloads/Kneeling-Cable-Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists- Obliques': '85%', 'Stabilizers- Erector Spinae': '65%', 'Iliopsoas': '65%', 'Latissimus Dorsi': '65%', 'Trapezius': '65%', 'Tensor Fasciae Latae': '65%', 'Rectus Femoris': '65%', 'Sartorius': '65%', 'Teres Major': '65%', 'Deltoid, Posterior': '65%', 'Rhomboids': '65%', 'Serratus Anterior': '65%', 'Pectoralis Major': '65%', 'Triceps': '65%'}"
/user/downloads/Heel-Touch.gif,Heel Touch,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Dumbbell-side-bend-muscle-worked-300x300.png,"{'Target - Obliques': '100%', 'Abdominal': '70%'}"
/user/downloads/Standing-Rotation.gif,Standing Rotation,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Dumbbell-side-bend-muscle-worked-300x300.png,{'Target - Obliques': '100%'}
/user/downloads/Standing-Toe-Touch.gif,Standing Toe Touch,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Crunch-With-Leg-Raise.gif,Crunch With Leg Raise,,,,"{'primary': 'Abs, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Crunch-muscle-worked-300x300.png,"{'Target - Rectus Abdominis': '100%', 'Synergists - Obliques': '80%'}"
