title,exercise_info,how_to,benefits,muscle_groups,equipment,muscle_img,muscle_worked,exercise_img
Seated Hamstring Stretch,,"Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion. Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.

Static stretching, more commonly done at the end of a workout when your muscles are warm, is when stretches are held in place for a certain period of time, not moving. Static stretching is the most effective form of stretching for loosening up your muscles, joints, ligaments, and tendons, while also improving flexibility and range of motion. Static stretching requires you to move a muscle to the end of its range of motion and maintain this position for 20 to 45 seconds. Repeat this 2 to 3 times each.","The seated hamstring stretch forms an angle that gives a great stretch to the body, especially the lower body. It stretches your legs, hips, shoulders and groin muscles, strengthens your back and improves your posture. Stretching the body increases the flexibility of the muscles and reduces the risk of injury and prevents muscle soreness.","{'primary': 'Erector Spinae, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Upavistha-Konasana-muscle-worked-300x300.png,"{'Adductor Magnus': '100%', 'Adductor longus': '100%', 'Adductor Brevis': '100%', 'Pectineus': '100%', 'Gracilis': '100%', 'Hamstrings': '100%', 'Erector Spinae': '100%', 'Pectoralis Major': '100%', 'Gluteus Maximus': '100%', 'Calves': '100%'}",/user/downloads/Seated-Hamstring-Stretch.gif
Kettlebell Single Leg Deadlift,,,"The Kettlebell single leg deadlift is an effective exercise to strengthen, tone, tighten the butt muscles and improve balance.
The Kettlebell single leg deadlift secondarily works your core muscles, as your abdominals and obliques contract to stabilize your body. This exercise also works the erector spinae muscles in your back that help support your spine and provide flexibility when bending in multiple directions.
Kettlebell single-leg deadlifts can improve balance and correct strength imbalances in the hips. Every time you stand on one leg, you use the same muscles for balance and stability that are often used to build strength. Improving the ability of each leg to work and produce force will help skyrocket your back squat and deadlift numbers!","{'primary': 'Erector Spinae, Hip, '}","Full Gym, Kettlebell, ",/user/downloads/Dumbbell-romanian-deadlift-1-300x300.png,"{'Target - Gluteus Maximus': '100%', 'Synergists - Hamstring': '80%', 'Synergists - Adductor Magnus': '80%', 'Stabilizers - Erector Spinae': '70%', 'Stabilizers - Quadriceps': '70%', 'Stabilizers - Trapezius': '70%', 'Stabilizers - Rhomboids': '70%', 'Stabilizers - Latissimus Dorsi': '70%', 'Stabilizers - Levator Scapulae': '70%', 'Stabilizers - Gluteus Medius, Minius': '70%', 'Stabilizers - Quadratus Lumborum': '70%', 'Stabilizers - Obliques': '70%', 'Dynamic Stabilizers - Rectus Abdominis': '65%', 'Dynamic Stabilizers - Obliques': '65%'}",/user/downloads/Kettlebell-Single-Leg-Deadlift.gif
Hyperextension,,"1- Position your thighs on the pads of the Roman chair so that your hips are free to flex. Your feet should be flat on the foot supports, your spine neutral, and your elbows pointing out.

2- Flex at your hips and drop your upper body toward the floor, keeping your back flat. Stop bending when the flexibility of your hamstrings restricts further movement.

3- Return to the start position, contracting your hamstrings, glutes, and spinal erectors. Do not extend beyond the start position because you may injure your back.","Hyperextension exercises are an excellent workout that strengthens your core, lower back, glutes, and hamstrings.
Hyperextension movement improves your posture by extending your back muscles and reducing the tension between your lower back and core areas. It also enhances your lower back’s strength, making it easier to stay upright throughout the day.
It’s also beneficial for lower back health as some lower back pain can stem from weak glutes and tight hamstrings.","{'primary': 'Erector Spinae, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Hyperextension-muscle-worked-300x300.png,{'Target - Erector Spinae ': '100%'},/user/downloads/hyperextension.gif
Floor Hyperextension,,"1- Lie face down with your legs together. Place your hands by the side of your head, keeping your shoulders relaxed and your core active. Breathe in.

2- Exhale as you lift your upper body off the floor. Perform the movement slowly, controlling it with your core. Be careful not to jerk your head or strain the muscles of your lower back or neck.

3- Breathe in, hold briefly at the top of the movement, maintaining an active core, then slowly and gently lower yourself back to the start position.","This move strengthens the erector spinae muscles that provide support to the spine. Strong back muscles can prevent postural deviations that lead to poor posture and discomfort, such as kyphosis (“hunchback”). Floor hyperextension movement improves your posture by extending your back muscles and reducing the tension between your lower back and core areas. It also enhances your lower back’s strength, making it easier to stay upright throughout the day.","{'primary': 'Erector Spinae, Neck, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/cat-cow-pose-muscle-worked-300x300.png,"{'Target - Erector Spinae': '100%', 'Trapezius': '75%', 'Splenius': '75%', 'Abdominal': '75%'}",/user/downloads/Floor-Hyperextension-1.gif
Flat Bench Hyperextension,,,"Hyperextension exercises are an excellent workout that strengthens your core, lower back, glutes, and hamstrings.
Hyperextension movement improves your posture by extending your back muscles and reducing the tension between your lower back and core areas. It also enhances your lower back’s strength, making it easier to stay upright throughout the day.
It’s also beneficial for lower back health as some lower back pain can stem from weak glutes and tight hamstrings.","{'primary': 'Erector Spinae, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Hyperextension-muscle-worked-300x300.png,"{'Target - Erector Spinae  100Hamstrings': '100%', 'Gluteus Maximus 75Hamstrings': '75%', 'Hamstrings 75Hamstrings': '75%', 'Adductor Magnus 75Hamstrings': '75%'}",/user/downloads/Flat-Bench-Hyperextension.gif
Reverse Hyperextension Machine,,,"The primary muscle that the Reverse Hyperextension Machine engages is the Gluteus Maximus. It is one of the exercises you can include in your workouts to tighten and tone the glutes, improve hip mobility, and strengthen your lower back.","{'primary': 'Erector Spinae, Hip, '}","Full Gym, Machine, ",/user/downloads/Glute-bridge-muscle-worked-300x300.png,"{'Target - Gluteus Maximus': '100%', 'Synergists - Hamstring': '85%', 'Stabilizers - Erector Spinae': '80%', 'Antagonist Stabilizers - Obliques': '70%', 'Antagonist Stabilizers - Rectus Abdominis': '70%'}",/user/downloads/Reverse-Hyperextension-Machine.gif
T-Bar Row,"The T-bar row is a strength training exercise that primarily targets the muscles in the upper and mid-back, including the latissimus dorsi (lats), rhomboids, and trapezius. It involves using a T-bar row machine or a landmine attachment with a barbell. T-bar rows are a popular exercise in weightlifting and bodybuilding, as they can help to improve back strength, muscle size, and overall posture. They are often included in workout routines for athletes, bodybuilders, and fitness enthusiasts who want to develop a strong and defined back.","Here’s a step-by-step guide on how to perform the T-bar row:

Set up the Equipment: First, set up the T-bar row machine with the appropriate amount of weight. If you don’t have access to a T-bar row machine, you can also use a barbell and a landmine attachment.
Position Yourself: Stand with your feet shoulder-width apart and grab the handles of the T-bar or the barbell with an overhand grip. Your arms should be fully extended and your back should be straight.
Lift the Weight: Lift the weight off the ground and let it hang in front of your body. This is your starting position.
Engage Your Back Muscles: Slowly pull the weight towards your chest by retracting your shoulder blades and squeezing your back muscles. Keep your elbows close to your body and your forearms parallel to the ground.
Hold the Contraction: Hold the contraction for a second or two, then slowly lower the weight back to the starting position.
Repeat: Complete the desired number of repetitions, then rest and repeat for additional sets.
Tips for Performing T-bar Rows:

Keep your back straight throughout the exercise to prevent injury and maximize muscle activation.
Use a weight that is challenging but allows you to maintain proper form and technique.
Avoid using momentum to lift the weight. Focus on using your back muscles to pull the weight towards your chest.
Breathe in as you lower the weight and breathe out as you lift the weight.
Mix up your grip to target different areas of your back. You can use an overhand grip, underhand grip, or a neutral grip.
Incorporating T-bar rows into your workout routine can help you build a strong and defined back. By following proper form and technique, you can target the muscles in your back and maximize muscle activation.","T-bar row are a strength training exercise that mimics the movement of rowing a boat. The goal is to strengthen the muscles that bring the arms toward the body, as well as those that move the shoulder blades toward the spine. The t-bar row can allow you to lift more weight. Due to the nature of this movement, you are able to leverage more weight.
The T bar, which targets the entire back chain, targets the latissimus dorsi, infraspinatus, trapezius, posterior deltoids and rhomboids, so adding exercises such as barbell rows and t-bar rows to your training programs will be beneficial for the development of back muscles.","{'primary': 'Back / Wing, Erector Spinae, '}","Barbell, Full Gym, Landmine, ",,"{'Target - Latissimus Dorsi': '100%', 'Synergists - Levator Scapulae': '90%', 'Synergists - Infraspinatus': '90%', 'Synergists - Teres Minor': '90%', 'Synergists - Posterior Deltoid': '90%', 'Synergists - Trapezius': '90%', 'Synergists - Teres Major': '90%', 'Synergists - Rhomboids': '90%', 'Synergists - Brachialis': '90%', 'Synergists - Pectoralis Major, Sternal': '90%', 'Synergists - Brachioradialis': '90%', 'Dynamic Stabilizers - Biceps Brachii': '80%', 'Dynamic Stabilizers - Triceps, Long Head': '80%', 'Stabilizers - Erector Spinae': '80%', 'Stabilizers - Hamstrings': '80%', 'Stabilizers - Gluteus Maximus': '80%', 'Stabilizers - Adductor Magnus': '80%', 'Stabilizers - Quadriceps': '80%', 'Antagonist Stabilizers - Rectus Abdominis': '80%', 'Antagonist Stabilizers - Obliques': '80%'}",
Smith Machine Good Morning,"The Smith machine good morning is an exercise that targets the lower back, glutes, and hamstrings. This exercise is performed using a Smith machine, which is a weight training machine that features a barbell attached to a sliding track. The barbell is guided up and down by the machine, which helps to maintain proper form and reduce the risk of injury.","Stand facing the Smith machine with your feet shoulder-width apart and the barbell resting on your shoulders.
Keep your chest up and your core engaged.
Slowly bend at the hips, pushing your glutes back and lowering your torso toward the floor.
Lower yourself until your torso is parallel to the floor.
Pause briefly at the bottom of the movement, then slowly raise your torso back up to the starting position.
Repeat for the desired number of repetitions.
Common Mistakes to Avoid: Some common mistakes to avoid when performing the Smith Machine Good Morning include rounding your back, letting your shoulders droop forward, and dropping the weight too quickly. Focus on maintaining proper form and using a weight that allows you to perform the exercise with control and precision.","Targets Multiple Muscle Groups: The Smith Machine Good Morning is a compound exercise that targets several muscle groups at once, including the lower back, glutes, and hamstrings. By targeting these muscles together, you can build overall body strength and improve your athletic performance.
Builds Strength and Endurance: The Smith Machine Good Morning is a challenging exercise that requires strength and endurance to perform. As you increase the weight and number of repetitions over time, you’ll build both strength and endurance in your lower body muscles.","{'primary': 'Erector Spinae, Hip, Leg, '}","Full Gym, Machine, ",/user/downloads/muscle-worked-in-the-good-morning-300x300.png,"{'Target - Hamstrings': '100%', 'Synergists - Gluteus Maximus': '80%', 'Synergists - Adductor Magnus': '80%', 'Stabilizers - Erector Spinae ': '65%', 'Antagonist Stabilizers - Rectus Abdominis': '65%', 'Antagonist Stabilizers - Obliques': '65%'}",/user/downloads/Smith-Machine-Good-Morning.gif
Cable Pull Through,,,,"{'primary': 'Erector Spinae, Hip, '}","Cable, Full Gym, ",,,/user/downloads/Cable-Pull-Through.gif
Twisting Hyperextension,,,,"{'primary': 'Abs, Erector Spinae, '}","Full Gym, Machine, ",,,/user/downloads/Twisting-Hyperextension.gif
Swimming,,,"Swimming exercise is very useful for strengthening the upper and lower back. You will be exercising the superficial back muscles with every move you do. This exercise also improves your hip muscles, posture, and flexibility.","{'primary': 'Back / Wing, Erector Spinae, Hip, Trapezius, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Swimming-muscle-worked-300x300.png,"{'Target - Abdominal': '100%', 'Hips': '80%', 'Erector Spinae': '80%', 'Hamstring': '70%', 'Shoulder': '60%', 'Back': '60%', 'Leg': '60%'}",/user/downloads/Swimming.gif
Frog Reverse Hyperextension,,,,"{'primary': 'Erector Spinae, Hip, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Reverse-Hyperextensions.gif
Bird Dog,,"Step 1: Get down on your hands and knees with your palms flat on the floor and shoulder-width apart. Relax your core so that your lower back and abdomen are in their natural positions. Brace your abs, and raise your right arm and left leg until they’re in line with your body. Hold for 3 to 5 seconds. Return to the starting position. Repeat with your left arm and right leg. Continue to alternate back and forth. Try to keep your hips and lower back still, even as you switch arms and legs.

Step 2: Brace your abs, and raise your right arm and left leg until they’re in line with your body. Hold for 3 to 5 seconds. Return to the starting position. Repeat with your left arm and right leg.

Continue to alternate back and forth. Try to keep your hips and lower back still, even as you switch arms and legs. ",,"{'primary': 'Erector Spinae, Hip, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Bird-Dog.gif
Seated Cable Rope Row,,"Many of the movements that work the same muscle group may look alike, but they focus on different parts of the muscles because they are at different angles. If you want to build better muscle specifically, keep in mind that it is more beneficial to include exercises that focus on different aspects to your training program.","It is one of the most effective exercises when it comes to back muscles. Allows you to build both the width and thickness of the back simultaneously. Cable movements provide constant tension throughout the entire movement. Using cables allows you to work both the concentric and eccentric portions of the exercise. More tension equals more muscle activation.
Having a strong back helps to keep the spinal column in proper alignment and allows for completion of everyday tasks with reduced injury risk. In addition to helping strengthen the back, the exercise secondarily works the arms and shoulders.","{'primary': 'Back / Wing, Erector Spinae, '}","Cable, Full Gym, ",/user/downloads/SEATED-ROW-MACHINE-muscle-worked-300x300.png,"{'Target - Latissimus Dorsi': '100%', 'Synergists - Levator Scapulae': '90%', 'Synergists - Erector Spinae': '90%', 'Synergists - Infraspinatus': '90%', 'Synergists - Teres Minor': '90%', 'Synergists - Posterior Deltoid': '90%', 'Synergists - Trapezius': '90%', 'Synergists - Teres Major': '90%', 'Synergists - Rhomboids': '90%', 'Synergists - Brachioradialis': '90%', 'Synergists - Brachialis': '90%'}",/user/downloads/Seated-Cable-Rope-Row.gif
Kettlebell Deadlift,,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Full Gym, Kettlebell, ",,,/user/downloads/kettlebell-deadlift.gif
Standing Toe Touches,,,,"{'primary': 'Erector Spinae, Leg, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Standing-Toe-Touches.gif
Seated Toe Touches,,"Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion. Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.

Static stretching, more commonly done at the end of a workout when your muscles are warm, is when stretches are held in place for a certain period of time, not moving. Static stretching is the most effective form of stretching for loosening up your muscles, joints, ligaments, and tendons, while also improving flexibility and range of motion. Static stretching requires you to move a muscle to the end of its range of motion and maintain this position for 20 to 45 seconds. Repeat this 2 to 3 times each.",,"{'primary': 'Back / Wing, Erector Spinae, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Hyperextension-muscle-worked-300x300.png,"{'Erector Spinae': '100%', 'Leg': '85%'}",/user/downloads/Seated-Toe-Touches.gif
Foam Roller Back Stretch,,"Step 1: Sit with your heels planted on the floor and the roller beneath the middle of your back. Lie back onto the roller so that it is just below your shoulder blades. Clasp your hands together and lightly cradle your head.

Step 2: With your chin tucked in, slide up and down the roller, from your neck down to the level of your lowest ribs, but do not go too low into your lumbar spine. Repeat the exercise for at least 30 seconds.",,"{'primary': 'Back / Wing, Erector Spinae, '}","Foam Roller, Full Gym, ",,,/user/downloads/Roll-Upper-Back.gif
Lying Upper Body Rotation,,"1- Lie on your left side with your hips, knees, and feet stacked one above the other, and your hips and knees bent at right angles. Extend your arms straight in front of you, pressing your palms together.

2- Keeping your knees and feet together and your hips stacked, breathe in, brace your abdomen, and reach upward and back with your right hand, while keeping your left arm straight and resting on the floor.

3- Breathing out, rotate your upper body to face the ceiling, keeping your hips stacked and your right arm extended.

4- Continue the movement until you are as far back as possible, with your chest facing upward and your hips still stacked. Hold the movement briefly, keeping your shoulders stable and level. Breathe in.

5- Breathing out, reach back toward the ceiling with your right arm, while rotating your torso back toward the start position slowly and under control.

6- Continue the movement toward the start position and touch the palms of your hands together. Repeat the movement as required, then switch sides.",,"{'primary': 'Abs, Back / Wing, Chest, Erector Spinae, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Lying-Upper-Body-Rotation.gif
Stiff Leg Deadlift,,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Barbell, Full Gym, ",,,/user/downloads/Stiff-Leg-Deadlift.gif
Kneeling Back Rotation,,,,"{'primary': 'Erector Spinae, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Kneeling-Back-Rotation-Stretch.gif
Bow Pose,,,,"{'primary': 'Abs, Erector Spinae, Leg, Yoga, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Bow-Yoga-Pose.gif
Cat Cow Pose,,"Step 1: Similar to the cow pose, start on all fours and begin with a straight spine, head facing floor. On your exhale, create a curve in your back by rounding your spine up and taking your gaze to your belly button.

Step 2: Slowly inhale and on your next exhale return to starting position.","This simple pose powers up your brain and improves focus, coordination and mental stability. The cat cow pose improves blood circulation between the vertebrae of your spine and it helps in relieving back pain and stress. Improves posture and balance.
The cat cow stretch helps relieve stress from menstrual cramps, lower back pain, and sciatica. The movement also stretches the muscles of the hips, back, abdomen, chest, and lungs. Massages and stimulates organs in the belly, like the kidneys and adrenal glands","{'primary': 'Erector Spinae, Yoga, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/cat-cow-pose-muscle-worked-300x300.png,"{'Erector Spinae': '100%', 'Rectus Abdominis': '70%'}",/user/downloads/cat-cow.gif
Kneeling T-spine Rotation,,,,"{'primary': 'Abs, Back / Wing, Erector Spinae, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Kneeling-T-spine-Rotation.gif
Supine Spinal Twist,,,,"{'primary': 'Back / Wing, Erector Spinae, Yoga, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Supine-Spinal-Twist.gif
Landmine T-Bar Row,,,,"{'primary': 'Back / Wing, Erector Spinae, '}","Barbell, Full Gym, Landmine, ",,,/user/downloads/t-bar-rows.gif
Barbell Pendlay Row,,,,"{'primary': 'Back / Wing, Erector Spinae, '}","Barbell, Full Gym, ",,,/user/downloads/Barbell-Pendlay-Row.gif
Superman,,,"Superman exercises are an excellent workout that strengthens your core, lower back, glutes, and hamstrings.
This move strengthens the erector spinae muscles that provide support to the spine. Strong back muscles can prevent postural deviations that lead to poor posture and discomfort, such as kyphosis (“hunchback”). Superman movement improves your posture by extending your back muscles and reducing the tension between your lower back and core areas. It also enhances your lower back’s strength, making it easier to stay upright throughout the day.
It’s also beneficial for lower back health as some lower back pain can stem from weak glutes and tight hamstrings.","{'primary': 'Erector Spinae, Neck, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Superman-exercise-muscles-worked-300x300.png,"{'Target - Erector Spinae ': '100%', 'Abs': '75%', 'Hamstrings': '75%', 'Gluteus Maximus': '75%', 'Trapezius': '75%', 'Deltoid': '75%', 'Splenius': '75%'}",/user/downloads/Superman-exercise.gif
Hindu Push-ups,,,"The Hindu push-up is a compound exercise that works the entire body and helps improve your performance. Although its main goal is to stretch the abdominal muscles, it stimulates the chest, shoulder, hip, back and leg muscles as a multifunctional exercise. This exercise, performed in body weight, provides benefits in terms of both strength, flexibility and postur","{'primary': 'Abs, Erector Spinae, Shoulders, Stretch, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/COBRA-ABDOMINAL-STRETCH-worked-300x300.png,"{'Target - Abdominal': '100%', 'Gluteus Maximus': '80%', 'Hip Flexors': '80%', 'Hamstrings': '80%', 'Latissimus dorsi': '80%', 'Erector Spinae': '80%', 'Shoulders': '65%', 'Pectoralis major': '65%', 'Triceps Brachii': '65%'}",/user/downloads/Pike-to-Cobra.gif
Arm Leg Raises,,"Contracting your abs, simultaneously lift your right leg behind you to hip height and your left arm forward to shoulder height. Hold for 10 seconds, return to the start position, then repeat with your other leg and arm. Maintain a straight line from your shoulders to your hips throughout the movement.","It is an exercise designed to work your hips, back, shoulders and core muscles and strengthen your overall stability.
Arm leg raises is also an exercise that requires mental focus, forces movements to be made in harmony, and helps improve balance and coordination.
This exercise, which is also applied as a warm-up exercise, can work even the smallest muscle fibers from different angles to strengthen the core muscles. It is also a safe and effective way to strengthen and balance your spine, back and neck muscles. A solid spine structure and strong back muscles can help improve your posture and relieve and prevent back pain.","{'primary': 'Erector Spinae, Hip, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/arm-leg-raise-muscle-worked-300x300.png,"{'Target - Hips': '100%', 'Obliques': '75%', 'Rectus Abdominis': '75%', 'Transverse Abdominis': '75%', 'Erector Spinae': '65%', 'Gluteus Maximus': '50%', 'Quadriceps': '50%', 'Hamstring': '50%', 'Shoulder': '50%'}",/user/downloads/arm-leg-raise.gif
Dumbbell Pull Through,,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Dumbbells, Full Gym, ",,,/user/downloads/Dumbbell-Pull-Through.gif
Push-up With Rotation,,,,"{'primary': 'Abs, Chest, Erector Spinae, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/push-up-with-rotation.gif
Side Plank Rotation,,,,"{'primary': 'Abs, Erector Spinae, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Side-Plank-Rotation.gif
Kettlebell Figure 8,,,,"{'primary': 'Abs, Erector Spinae, Full Body, Hip, Leg, '}","Full Gym, Kettlebell, ",,,/user/downloads/Kettlebell-Figure-8.gif
Barbell Single Leg Deadlift,,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Barbell, Full Gym, ",,,/user/downloads/Barbell-Single-Leg-Deadlift.gif
Dumbbell Single Leg Deadlift,,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Dumbbells, Full Gym, ",,,/user/downloads/Dumbbell-Single-Leg-Deadlift.gif
Good Morning With Resistance Band,,,,"{'primary': 'Erector Spinae, Leg, '}","Full Gym, Resistance Band, ",,,/user/downloads/Good-Morning-With-Resistance-Band.gif
Rolling Like a Ball,,"1- Sit upright on a mat with your knees drawn up to your chest and your feet lifted off the floor. Engage your core, grip your ankles, and relax your neck, keeping your head facing forward.

2- Gently roll backward until your shoulderblades are resting on the floor, with your knees tucked up to your chest. Keep your core engaged and be careful not to roll onto your neck.

3- Hold the stretch for a few seconds, then reverse the movement with a smooth, controlled motion, rolling forward to return to the start position.",,"{'primary': 'Erector Spinae, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Rolling-Like-a-Ball-crab.gif
Dhanurasana | Rocking Bow Pose,,,,"{'primary': 'Abs, Erector Spinae, Yoga, '}","Full Gym, NO EQUIPMENT, ",,,/user/downloads/Dhanurasana-Rocking-Bow-Pose.gif
Swing | Gymstick,,,,"{'primary': 'Erector Spinae, Hip, Shoulders, '}","Full Gym, Gymstick, Resistance Band, ",,,/user/downloads/Swing-Gymstick.gif
Single Leg Reverse Hyperextension | Gymstick,,,,"{'primary': 'Erector Spinae, Hip, '}","Full Gym, Gymstick, Resistance Band, ",,,/user/downloads/Single-Leg-Reverse-Hyperextension.gif
Double Arm Dumbbell Curl,"The double arm dumbbell curl is a strength exercise that primarily targets the biceps muscle group in the upper arms. It is typically performed using a pair of dumbbells, although other forms of resistance such as kettlebells or resistance bands can also be used.","Hold a dumbbell in each hand with your palms facing forward.
Slowly raise both dumbbells at the same time by bending your elbows, while keeping your upper arms stationary. Keep your palms facing forward throughout the movement.
Continue to curl the dumbbells until they are level with your shoulders or until you feel a good contraction in your biceps.
Pause for a second at the top of the movement, then slowly lower the dumbbells back down to the starting position.
Repeat for your desired number of reps.","The double arm curl is an isolated exercise commonly used in weight training programs to build and strengthen the biceps muscle group. It can be modified by changing the weight or the number of repetitions, or by incorporating variations such as preacher curls, hammer curls, or incline curls to target different areas of the biceps.","{'primary': 'Biceps, '}","Dumbbells, Full Gym, ",/user/downloads/biceps-anatomy-300x300.png,"{'Target - Biceps': '100%', 'Synergists - Brachialis ': '75%', 'Synergists - Brachioradialis': '75%', 'Stabilizers - Wrist Flexors': '55%'}",/user/downloads/Double-Arm-Dumbbell-Curl.gif
Dumbbell Curl,"Dumbbell curl is a basic strength training exercise to build muscle and strength in the arms. Specifically, the dumbbell curl works all the muscles in the front of the arm. The exercise can be performed in a variety of ways, including alternating arms, performing both arms at the same time, or using different grips or variations to target specific areas of the biceps. Also, by working each arm independently, you can identify and resolve any weakness or imbalance, ultimately promoting more balanced muscle development.","Here are some tips on how to perfect your form for dumbbell curls:

Start with a comfortable weight: Select a weight that you can comfortably lift for the desired number of reps. It’s better to start with a lighter weight and work your way up, rather than using a weight that’s too heavy and sacrificing form.
Stand with proper posture: Stand up straight with your feet shoulder-width apart and your shoulders back. This will help to maintain proper alignment and engage your core.
Hold the dumbbells correctly: Hold the dumbbells with a neutral grip (palms facing inward) and keep your wrists straight. Avoid using a grip that’s too tight, as this can cause unnecessary strain on the wrists.
Keep your elbows close to your sides: Keep your elbows close to your sides throughout the movement. This will help to isolate the biceps and prevent swinging.
Curl one arm at a time: Start by curling one dumbbell towards your shoulder, keeping your elbow close to your side. As you lift the weight, focus on squeezing your bicep at the top of the movement.
Lower the weight in a controlled manner: Lower the weight back down in a controlled manner, making sure to keep your elbow close to your side. Avoid letting the weight drop quickly, as this can put unnecessary strain on the joints.
Alternate between arms: Once you have completed a full rep with one arm, switch to the other arm and repeat the exercise.
Breathe properly: Inhale as you lower the weight and exhale as you curl the weight towards your shoulder.","Increased muscle size: Dumbbell curls are a great way to increase muscle size in the biceps. By performing the exercise with proper form and gradually increasing weight or resistance, you can activate more muscle fibers and stimulate muscle growth over time.
 

Improved muscle strength: Dumbbell curls can also help improve muscle strength in the biceps. By challenging the muscles with heavier weights or resistance, you can increase muscle activation and promote the development of stronger, more resilient muscle fibers.
Enhanced muscle endurance: Dumbbell curls can also improve muscle endurance in the biceps. By performing higher reps or multiple sets of the exercise, you can challenge the muscles to sustain exertion for longer periods, ultimately improving overall muscle endurance.
 

Increased functional strength: Stronger biceps muscles can improve overall functional strength, helping you perform everyday tasks with greater ease and efficiency. For example, lifting heavy objects or carrying groceries can be much easier with strong biceps muscles.
 

Improved grip strength: Dumbbell curls can also improve grip strength, as the exercise requires a strong grip to hold onto the weights. Improved grip strength can translate to improved performance in activities that require a strong grip, such as rock climbing or gymnastics.
In conclusion, dumbbell curls are a great exercise for building stronger, more defined arms. By incorporating the exercise into your workout routine, you can increase muscle size, strength, endurance, and functional strength, as well as improve grip strength for a variety of activities.","{'primary': 'Biceps, '}","Dumbbells, Full Gym, ",/user/downloads/biceps-anatomy-300x300.png,"{'Target - Biceps': '100%', 'Synergists - Brachialis ': '85%', 'Synergists - Brachioradialis': '85%', 'Stabilizers - Wrist Flexors': '85%'}",/user/downloads/Dumbbell-Curl.gif
Barbell Curl,"A barbell curl is a weightlifting exercise that primarily targets the biceps muscles in the upper arms. It involves lifting a barbell with an underhand grip and curling it towards the chest while keeping the elbows stationary.

This exercise is typically performed while standing with feet shoulder-width apart and the barbell held at arm’s length in front of the body. Barbell curls can be performed using various weights and grip positions, allowing for variations in the exercise and the ability to target different muscles. They are a popular exercise for those looking to increase the size and definition of their biceps.","Stand up straight with your feet shoulder-width apart and grasp the barbell with an underhand grip, with your hands shoulder-width apart.
Keep your elbows close to your sides and lift the barbell towards your chest, while contracting your biceps. Make sure to keep your elbows stationary and avoid swinging the weight.
Slowly lower the barbell back to the starting position, keeping your biceps engaged throughout the movement.
Repeat for the desired number of repetitions.","Effective for building biceps strength and size
The barbell curl primarily targets the biceps, which are composed of two heads: the long head and the short head. The primary benefit of barbell curls is that they target and build strength in the biceps muscles. During the barbell curl, both heads of the biceps are activated, as well as other muscles in the upper body, including the brachialis, brachioradialis, and forearms. This exercise is particularly effective for those who are looking to increase the size and definition of their biceps.

Muscle growth, also known as hypertrophy, occurs when muscle fibers undergo microtears during exercise and then repair and grow larger during rest periods. The barbell curl is effective for stimulating muscle growth in the biceps because it places the muscles under tension and creates microtears in the muscle fibers. By progressively increasing the weight and volume of the exercise over time, you can continue to stimulate muscle growth and increase bicep size and strength.

Improved Grip Strength:
The barbell curl exercise requires you to grip and hold onto a heavy weight, which can help to improve your grip strength over time. A stronger grip can be beneficial for a wide range of activities, including sports, weightlifting, and daily tasks.","{'primary': 'Biceps, '}","Barbell, Full Gym, ",/user/downloads/biceps-anatomy-300x300.png,"{'Target - Biceps': '100%', 'Synergists - Brachialis ': '85%', 'Synergists - Brachioradialis': '85%', 'Stabilizers - Wrist Flexors': '85%'}",/user/downloads/Barbell-Curl.gif
